DATE;SOURCE_ID;DESCRIPTION;NET_CREDIT_AMOUNT;NET_DEBIT_AMOUNT;GROSS_AMOUNT;MP_FEE_AMOUNT;TAXES_AMOUNT;PAYMENT_METHOD;TRANSACTION_APPROVAL_DATE;BUSINESS_UNIT;SUB_UNIT;BALANCE_AMOUNT;PAYMENT_METHOD_TYPE;PURCHASE_ID
2026-03-07T11:07:22.000-03:00;149277136264;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:07:22.000-03:00;;;1152751.38;account_money;
2026-03-07T11:08:58.000-03:00;148560988545;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T11:08:58.000-03:00;;;1164679.38;account_money;
2026-03-07T11:09:13.000-03:00;149277456118;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:09:13.000-03:00;;;1170643.38;account_money;
2026-03-07T11:12:16.000-03:00;149277912546;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:12:16.000-03:00;;;1176607.38;account_money;
2026-03-07T11:20:26.000-03:00;149279210536;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:20:26.000-03:00;;;1182571.38;account_money;
2026-03-07T11:20:50.000-03:00;148562934433;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:20:50.000-03:00;;;1188535.38;account_money;
2026-03-07T11:21:47.000-03:00;148562918087;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:21:47.000-03:00;;;1194499.38;account_money;
2026-03-07T11:22:31.000-03:00;149279427526;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T11:22:31.000-03:00;;;1206427.38;account_money;
2026-03-07T11:24:39.000-03:00;148563492861;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:24:39.000-03:00;;;1212391.38;account_money;
2026-03-07T11:31:32.000-03:00;149281246692;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:31:32.000-03:00;;;1218355.38;account_money;
2026-03-07T11:31:37.000-03:00;148564642187;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T11:31:37.000-03:00;;;1230283.38;account_money;
2026-03-07T11:32:21.000-03:00;149281452162;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-03-07T11:32:21.000-03:00;;;1242211.38;account_money;
2026-03-07T11:33:16.000-03:00;148564729415;payment;5964.00;0.00;6000.00;0.00;-36.00;cvu;2026-03-07T11:33:16.000-03:00;;;1248175.38;bank_transfer;
2026-03-07T11:36:04.000-03:00;148565274117;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:36:04.000-03:00;;;1254139.38;account_money;
2026-03-07T11:37:00.000-03:00;148565261551;payment;5964.00;0.00;6000.00;0.00;-36.00;available_money;2026-03-07T11:37:00.000-03:00;;;1260103.38;account_money;
