DATE;SOURCE_ID;DESCRIPTION;NET_CREDIT_AMOUNT;NET_DEBIT_AMOUNT;GROSS_AMOUNT;MP_FEE_AMOUNT;TAXES_AMOUNT;PAYMENT_METHOD;TRANSACTION_APPROVAL_DATE;BUSINESS_UNIT;SUB_UNIT;BALANCE_AMOUNT;PAYMENT_METHOD_TYPE;PURCHASE_ID
2026-05-09T09:46:11.000-03:00;158474717028;payment;19383.00;0.00;19500.00;0.00;-117.00;available_money;2026-05-09T09:46:11.000-03:00;;;2258050.03;account_money;
2026-05-09T09:50:32.000-03:00;158475141800;payment;17395.00;0.00;17500.00;0.00;-105.00;available_money;2026-05-09T09:50:32.000-03:00;;;2275445.03;account_money;
2026-05-09T09:56:51.000-03:00;158475867498;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T09:56:51.000-03:00;;;2281906.03;account_money;
2026-05-09T10:05:14.000-03:00;157705652015;payment;6461.00;0.00;6500.00;0.00;-39.00;cvu;2026-05-09T10:05:14.000-03:00;;;2288367.03;bank_transfer;
2026-05-09T10:10:13.000-03:00;157706516625;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T10:10:13.000-03:00;;;2294828.03;account_money;
2026-05-09T10:13:21.000-03:00;158477923758;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T10:13:21.000-03:00;;;2301289.03;account_money;
2026-05-09T10:17:43.000-03:00;158478511542;payment;12922.00;0.00;13000.00;0.00;-78.00;cvu;2026-05-09T10:17:43.000-03:00;;;2314211.03;bank_transfer;
2026-05-09T10:19:50.000-03:00;157707635291;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T10:19:50.000-03:00;;;2320672.03;account_money;
2026-05-09T10:22:16.000-03:00;158479204082;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-09T10:22:16.000-03:00;;;2333594.03;account_money;
2026-05-09T10:24:43.000-03:00;158479630634;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T10:24:43.000-03:00;;;2340055.03;account_money;
2026-05-09T10:24:51.000-03:00;158479541934;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-09T10:24:51.000-03:00;;;2352977.03;account_money;
2026-05-09T10:28:14.000-03:00;158479972058;payment;3479.00;0.00;3500.00;0.00;-21.00;available_money;2026-05-09T10:28:14.000-03:00;;;2356456.03;account_money;
2026-05-09T10:28:52.000-03:00;158480065156;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-09T10:28:52.000-03:00;;;2369378.03;account_money;
2026-05-09T10:30:12.000-03:00;157709153503;payment;11928.00;0.00;12000.00;0.00;-72.00;available_money;2026-05-09T10:30:12.000-03:00;;;2381306.03;account_money;
2026-05-09T10:36:43.000-03:00;158481270372;payment;5964.00;0.00;6000.00;0.00;-36.00;cvu;2026-05-09T10:36:43.000-03:00;;;2387270.03;bank_transfer;
2026-05-09T10:37:05.000-03:00;158481191376;payment;12922.00;0.00;13000.00;0.00;-78.00;cvu;2026-05-09T10:37:05.000-03:00;;;2400192.03;bank_transfer;
2026-05-09T10:40:30.000-03:00;157710626343;payment;12922.00;0.00;13000.00;0.00;-78.00;cvu;2026-05-09T10:40:30.000-03:00;;;2413114.03;bank_transfer;
2026-05-09T10:40:55.000-03:00;157710468011;payment;12922.00;0.00;13000.00;0.00;-78.00;available_money;2026-05-09T10:40:55.000-03:00;;;2426036.03;account_money;
2026-05-09T10:42:22.000-03:00;157710695659;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T10:42:22.000-03:00;;;2432497.03;account_money;
2026-05-09T10:43:11.000-03:00;157710783831;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T10:43:11.000-03:00;;;2438958.03;account_money;
2026-05-09T10:44:32.000-03:00;158482403040;payment;5964.00;0.00;6000.00;0.00;-36.00;cvu;2026-05-09T10:44:32.000-03:00;;;2444922.03;bank_transfer;
2026-05-09T10:46:25.000-03:00;157711321843;payment;6461.00;0.00;6500.00;0.00;-39.00;available_money;2026-05-09T10:46:25.000-03:00;;;2451383.03;account_money;
